Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
Phosphorylcholine incorporation in LPS	82.0	0.0	8.0	2.0	74.0	2.0	2.0	16.0	2.0	13.0	5.0	1.0	10.0	21.0	0.0	7.0	8.0	4.0	1.0	26.0	16.0	4.0
Photorespiration (oxidative C2 cycle)	1326.0	417.0	1891.0	769.0	2578.0	9293.0	1164.0	1867.0	796.0	2617.0	1074.0	1544.0	3184.0	2800.0	1024.0	2386.0	855.0	2617.0	942.0	2127.0	2063.0	489.0
Photorespiration (oxidative C2 cycle) in plants	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Photosystem II	2.0	0.0	0.0	0.0	2.0	0.0	1.0	6.0	0.0	5.0	1.0	0.0	18.0	6.0	0.0	6.0	0.0	5.0	0.0	7.0	6.0	0.0
Plasmid replication	5044.0	669.0	3264.0	1299.0	7787.0	1317.0	4857.0	5341.0	18.0	6929.0	1930.0	629.0	7297.0	6531.0	1926.0	6163.0	1298.0	6533.0	1733.0	5795.0	6160.0	1022.0
Plasmid-encoded T-DNA transfer	6.0	1.0	27.0	1.0	33.0	0.0	7.0	21.0	0.0	18.0	0.0	0.0	22.0	16.0	0.0	23.0	0.0	28.0	0.0	11.0	17.0	0.0
Plastidial (p)ppGpp-mediated response in plants	5129.0	1344.0	4624.0	1949.0	7437.0	3648.0	2808.0	5398.0	1993.0	6808.0	1534.0	2904.0	7012.0	7862.0	2418.0	5717.0	2224.0	6291.0	2698.0	5987.0	5740.0	1248.0
Poly-gamma-glutamate biosynthesis	2.0	1.0	0.0	3.0	1.0	2280.0	1.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Poly-gamma-glutamate biosynthesis COPY	322.0	206.0	96.0	10.0	450.0	3431.0	144.0	377.0	8.0	479.0	222.0	8.0	460.0	471.0	5.0	540.0	10.0	558.0	5.0	469.0	454.0	6.0
Polyadenylation bacterial	9131.0	3845.0	10398.0	5594.0	14171.0	7900.0	6550.0	11026.0	5985.0	13646.0	5909.0	4161.0	14192.0	15996.0	6455.0	13294.0	6143.0	14692.0	6046.0	13153.0	12295.0	3948.0
Polyamine Metabolism	45150.0	18990.0	54357.0	25253.0	74665.0	45238.0	32221.0	53392.0	26689.0	65717.0	26883.0	18362.0	67658.0	77007.0	32944.0	70228.0	27054.0	76154.0	44995.0	68176.0	57888.0	19000.0
Polyglycerolphosphate lipoteichoic acid biosynthesis	3479.0	7.0	405.0	13.0	2929.0	2013.0	444.0	1629.0	18.0	2010.0	12.0	5.0	2410.0	2552.0	12.0	576.0	26.0	746.0	10.0	1465.0	1318.0	3.0
Polyhydroxybutyrate metabolism	13473.0	6228.0	15900.0	7849.0	23378.0	20861.0	10036.0	18289.0	7429.0	23507.0	7174.0	1857.0	27185.0	26049.0	9749.0	20658.0	8588.0	23692.0	10527.0	19238.0	20817.0	4876.0
Polymyxin Synthetase Gene Cluster in Bacillus	13.0	0.0	1.0	0.0	20.0	443.0	3.0	13.0	1.0	7.0	0.0	0.0	11.0	30.0	1.0	0.0	0.0	5.0	0.0	5.0	8.0	0.0
Polyprenyl Diphosphate Biosynthesis	3952.0	1402.0	3503.0	2093.0	5705.0	2606.0	2458.0	4200.0	2174.0	4918.0	1868.0	478.0	5501.0	5879.0	2748.0	4305.0	2244.0	4823.0	4604.0	4478.0	4312.0	1555.0
Polysaccharide deacetylases	1437.0	72.0	208.0	3.0	1336.0	1046.0	200.0	713.0	3.0	921.0	37.0	3.0	1064.0	1317.0	5.0	196.0	13.0	280.0	50.0	692.0	550.0	0.0
Polyunsaturated Fatty Acids synthesis	11.0	0.0	0.0	0.0	9.0	0.0	12.0	12.0	0.0	25.0	0.0	0.0	53.0	11.0	0.0	23.0	0.0	50.0	0.0	18.0	27.0	0.0
Potassium homeostasis	52189.0	24973.0	67644.0	41102.0	91883.0	56311.0	43946.0	68180.0	40705.0	83040.0	40719.0	36127.0	86569.0	97963.0	45979.0	86700.0	42037.0	94162.0	57711.0	80880.0	73335.0	27610.0
Predicted mycobacterial monooxygenase	3.0	0.0	18.0	0.0	8.0	0.0	1.0	5.0	0.0	4.0	2.0	0.0	3.0	7.0	32.0	4.0	0.0	1.0	0.0	1.0	4.0	0.0
Predicted secretion system X	15.0	1.0	5.0	0.0	37.0	1.0	26.0	30.0	0.0	193.0	1.0	0.0	296.0	121.0	1.0	20.0	1.0	43.0	1.0	12.0	124.0	0.0
Prenylated indole derivatives in actinomycetes	1.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Programmed frameshift	2449.0	880.0	2290.0	1410.0	3575.0	2107.0	1612.0	2804.0	1383.0	3417.0	1289.0	1097.0	3667.0	4000.0	1588.0	3058.0	1509.0	3432.0	1734.0	3032.0	2943.0	935.0
Proline Synthesis	7009.0	2787.0	7070.0	3720.0	11262.0	6933.0	4770.0	8080.0	4021.0	10178.0	3357.0	2994.0	11149.0	11844.0	4891.0	9498.0	4029.0	10838.0	5504.0	9114.0	8851.0	3462.0
Proline, 4-hydroxyproline uptake and utilization	32392.0	19259.0	45495.0	27000.0	64294.0	44259.0	31595.0	45234.0	29119.0	58267.0	25539.0	15508.0	60856.0	65933.0	31756.0	58568.0	28897.0	64592.0	49796.0	51430.0	49310.0	21546.0
Propanediol utilization	12562.0	1211.0	17430.0	1777.0	24807.0	2876.0	6424.0	15979.0	1767.0	20461.0	2189.0	1353.0	19290.0	20553.0	2199.0	18158.0	1932.0	20390.0	2413.0	17445.0	15983.0	1248.0
Prophage lysogenic conversion modules	58.0	0.0	1.0	0.0	70.0	0.0	28.0	75.0	0.0	88.0	0.0	1.0	89.0	135.0	0.0	70.0	0.0	83.0	0.0	77.0	149.0	0.0
Prophage-encoded Exotoxins	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
Propionate-CoA to Succinate Module	7355.0	2476.0	12371.0	2977.0	13734.0	3695.0	5027.0	11160.0	3093.0	13828.0	3005.0	3455.0	15341.0	16701.0	3411.0	14751.0	3067.0	15983.0	3823.0	13920.0	12988.0	2976.0
Propionyl-CoA to Succinyl-CoA Module	513.0	177.0	516.0	204.0	777.0	428.0	403.0	699.0	258.0	938.0	454.0	2.0	1149.0	989.0	325.0	885.0	266.0	951.0	366.0	762.0	891.0	210.0
Proteasome archaeal	6.0	1.0	8.0	4.0	9.0	8.0	7.0	3.0	4.0	2.0	4.0	5.0	9.0	4.0	10.0	9.0	8.0	1.0	3.0	1.0	4.0	3.0
Proteasome bacterial	13634.0	7260.0	18839.0	11019.0	23475.0	18111.0	12146.0	17929.0	11219.0	21709.0	10641.0	9901.0	22207.0	25197.0	12280.0	23872.0	11664.0	26377.0	16974.0	22599.0	20274.0	6876.0
Protection from Reactive Oxygen Species	8337.0	2275.0	11459.0	6446.0	15538.0	12984.0	7621.0	12391.0	6606.0	14806.0	7750.0	6114.0	15887.0	16667.0	9681.0	14209.0	6939.0	15664.0	6665.0	13570.0	13177.0	4328.0
Protein Acetylation and Deacetylation in Bacteria	2774.0	921.0	7052.0	1979.0	6730.0	1795.0	2264.0	4107.0	2051.0	5066.0	1281.0	221.0	4409.0	6783.0	2098.0	6471.0	2051.0	6216.0	2406.0	5886.0	4286.0	1334.0
Protein chaperones	18378.0	6183.0	22484.0	9229.0	31688.0	21534.0	15571.0	23499.0	11465.0	29233.0	16687.0	8347.0	31069.0	33594.0	12977.0	28537.0	11926.0	31447.0	19552.0	26593.0	24980.0	7936.0
Protein degradation	11217.0	3859.0	15713.0	6689.0	19542.0	12254.0	8095.0	14282.0	6957.0	17500.0	7723.0	5664.0	18411.0	20654.0	7798.0	18263.0	6893.0	19404.0	9615.0	17072.0	15483.0	4088.0
Protein secretion by ABC-type exporters	130.0	1.0	277.0	1.0	387.0	2.0	82.0	175.0	0.0	364.0	0.0	0.0	493.0	287.0	746.0	332.0	3.0	399.0	2.0	291.0	398.0	1.0
Proteolysis in bacteria, ATP-dependent	35694.0	14873.0	43455.0	21896.0	59438.0	44996.0	29590.0	45244.0	24473.0	54945.0	30758.0	21052.0	57314.0	63978.0	26747.0	55299.0	25360.0	61177.0	37647.0	53045.0	48529.0	15357.0
Proteorhodopsin	1970.0	826.0	2876.0	3235.0	3359.0	1704.0	2685.0	2433.0	3439.0	2902.0	1176.0	145.0	2985.0	3780.0	3790.0	3243.0	3339.0	3400.0	2113.0	2999.0	2524.0	2010.0
Protocatechuate branch of beta-ketoadipate pathway	7169.0	1581.0	7120.0	3148.0	12390.0	2718.0	4967.0	8734.0	3372.0	12119.0	2171.0	3085.0	13236.0	11699.0	3303.0	9276.0	3389.0	10847.0	361.0	8157.0	10063.0	2265.0
Proton-dependent Peptide Transporters	7174.0	1754.0	9852.0	2825.0	13545.0	5648.0	4499.0	8968.0	2874.0	10872.0	2844.0	3398.0	10336.0	11975.0	3328.0	11142.0	3165.0	11927.0	4289.0	10478.0	9480.0	1851.0
Pseudaminic Acid Biosynthesis	3.0	0.0	0.0	0.0	8.0	0.0	3.0	10.0	0.0	13.0	0.0	0.0	31.0	9.0	0.0	14.0	0.0	11.0	0.0	14.0	11.0	0.0
Pseudomonas quinolone signal PQS	711.0	410.0	710.0	406.0	1181.0	637.0	591.0	1005.0	458.0	1182.0	758.0	479.0	1245.0	1289.0	575.0	1148.0	549.0	1322.0	733.0	1032.0	1090.0	326.0
Pseudouridine Metabolism	2463.0	2787.0	4429.0	257.0	4777.0	264.0	1172.0	3676.0	1308.0	3942.0	243.0	543.0	3923.0	5003.0	3965.0	5407.0	267.0	5458.0	236.0	5232.0	3963.0	156.0
Pterin biosynthesis	80.0	20.0	138.0	90.0	188.0	79.0	99.0	102.0	92.0	232.0	74.0	0.0	344.0	243.0	83.0	166.0	88.0	166.0	73.0	137.0	178.0	70.0
Pterin carbinolamine dehydratase	128.0	172.0	131.0	3.0	280.0	12.0	81.0	114.0	1.0	353.0	4.0	342.0	586.0	259.0	3.0	148.0	8.0	203.0	3.0	139.0	284.0	3.0
Pterin metabolism	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pterin metabolism 3	5291.0	1991.0	4580.0	1539.0	7672.0	3240.0	3002.0	5959.0	1586.0	7526.0	2957.0	1935.0	8801.0	8226.0	2072.0	8303.0	1721.0	9209.0	4346.0	7911.0	7746.0	1223.0
Purine Utilization	19011.0	8757.0	22366.0	11585.0	35878.0	19768.0	13780.0	23685.0	12251.0	29951.0	10273.0	16688.0	32259.0	34297.0	14574.0	29587.0	12345.0	32485.0	17283.0	28072.0	27074.0	8312.0
Purine conversions	52388.0	19821.0	57278.0	28474.0	83341.0	48666.0	35085.0	60958.0	30200.0	72814.0	26386.0	21972.0	77859.0	86191.0	32759.0	74143.0	29814.0	79651.0	44027.0	71995.0	64578.0	21399.0
Purine nucleotide synthesis regulator	1376.0	597.0	1663.0	879.0	2218.0	1088.0	1104.0	1731.0	935.0	1926.0	914.0	874.0	2050.0	2226.0	1173.0	2422.0	880.0	2560.0	1403.0	2205.0	1864.0	560.0
Putative TldE-TldD proteolytic complex	4834.0	2001.0	5774.0	3495.0	7444.0	3567.0	4040.0	6292.0	3718.0	7617.0	2944.0	3011.0	8315.0	9044.0	3930.0	9706.0	3739.0	10440.0	3842.0	8927.0	8107.0	2338.0
Putative Toxic Anion Resistance Operon	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Putative diaminopropionate ammonia-lyase cluster	6385.0	656.0	12584.0	1100.0	16783.0	1440.0	2937.0	10269.0	1163.0	11020.0	894.0	40.0	10969.0	12376.0	1310.0	16206.0	1287.0	15394.0	1703.0	15420.0	12116.0	807.0
Putative hemin transporter	18634.0	10105.0	27962.0	12974.0	36132.0	20749.0	16121.0	26062.0	13492.0	31914.0	14491.0	15414.0	32177.0	35939.0	15125.0	32799.0	13475.0	36875.0	20094.0	29848.0	28051.0	8317.0
Putative oxidase COG2907	8020.0	3595.0	5967.0	2738.0	12310.0	7059.0	4972.0	9739.0	2809.0	12400.0	5513.0	4260.0	13915.0	13079.0	4071.0	12093.0	3025.0	13703.0	13540.0	11322.0	11346.0	1903.0
Putative sugar ABC transporter (ytf cluster)	17785.0	11411.0	29198.0	17863.0	34687.0	20842.0	17864.0	24013.0	18904.0	29444.0	16028.0	13366.0	28427.0	36289.0	20542.0	32923.0	18833.0	35079.0	25738.0	29647.0	25639.0	12210.0
Putrescine utilization pathways	13083.0	2579.0	17847.0	6325.0	23976.0	16722.0	9461.0	17241.0	6517.0	22114.0	10291.0	5936.0	22065.0	22815.0	7051.0	22142.0	6863.0	23946.0	3974.0	20209.0	18878.0	5886.0
Pyridoxin (Vitamin B6) Biosynthesis	24510.0	10047.0	28593.0	15528.0	42471.0	20393.0	18560.0	30888.0	14602.0	38116.0	13784.0	14566.0	39481.0	42202.0	16744.0	36814.0	16444.0	40967.0	19526.0	34081.0	33070.0	9962.0
Pyridoxine (vitamin B6) biosynthesis in plants	68.0	67.0	44.0	29.0	77.0	194.0	43.0	55.0	19.0	76.0	3.0	346.0	85.0	93.0	2.0	92.0	16.0	114.0	0.0	85.0	75.0	0.0
Pyrimidine utilization	5934.0	3859.0	9007.0	6763.0	13527.0	11242.0	6559.0	8452.0	6739.0	10918.0	5626.0	6161.0	11187.0	12220.0	8859.0	8889.0	6820.0	10301.0	10859.0	7760.0	8377.0	4218.0
Pyrroloquinoline Quinone biosynthesis	1036.0	9.0	453.0	5.0	1770.0	13.0	377.0	1047.0	5.0	1866.0	3.0	4642.0	2330.0	1226.0	4.0	462.0	12.0	743.0	6.0	330.0	1225.0	4.0
Pyruvate Alanine Serine Interconversions	26826.0	12630.0	33192.0	16885.0	46219.0	32256.0	20251.0	33144.0	17595.0	41229.0	21438.0	17427.0	43007.0	48000.0	21996.0	41188.0	18389.0	44601.0	18924.0	39257.0	35234.0	11695.0
Pyruvate metabolism I: anaplerotic reactions, PEP	30290.0	14294.0	35103.0	18933.0	52834.0	32808.0	22604.0	37382.0	19426.0	46820.0	22148.0	14544.0	49401.0	53861.0	21902.0	44453.0	20066.0	49777.0	29521.0	42149.0	40209.0	12566.0
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	43675.0	18782.0	49529.0	33954.0	74039.0	57209.0	37964.0	53957.0	33497.0	67935.0	34721.0	21797.0	71744.0	78750.0	37391.0	66633.0	35997.0	72553.0	43423.0	62223.0	59011.0	27439.0
Pyruvate:ferredoxin oxidoreductase	8850.0	1820.0	5929.0	2863.0	12159.0	3472.0	4592.0	8555.0	3004.0	10398.0	2505.0	6070.0	11014.0	11946.0	3510.0	9972.0	3265.0	10887.0	4387.0	10047.0	9384.0	2024.0
Q RZ	1221.0	202.0	597.0	341.0	1389.0	816.0	617.0	1169.0	336.0	1386.0	308.0	811.0	1609.0	1653.0	406.0	1183.0	340.0	1495.0	604.0	1389.0	1344.0	144.0
Queuosine exploration RZ	31095.0	12108.0	33396.0	20266.0	49932.0	27157.0	23506.0	37703.0	21261.0	46435.0	16116.0	22156.0	49367.0	53333.0	23254.0	46776.0	20976.0	50858.0	27080.0	44493.0	42273.0	13826.0
Queuosine-Archaeosine Biosynthesis	22628.0	8639.0	26132.0	12629.0	37325.0	19781.0	16167.0	28053.0	14429.0	34119.0	11604.0	15205.0	35986.0	39336.0	16240.0	36249.0	13744.0	39325.0	18791.0	34612.0	31909.0	8800.0
Quinate degradation	3722.0	1227.0	3958.0	4789.0	6917.0	3475.0	4432.0	4577.0	5003.0	6046.0	2130.0	1966.0	6513.0	6244.0	3027.0	4505.0	4909.0	5241.0	3321.0	3899.0	4708.0	3023.0
Quinohemoprotein amine dehydrogenase maturation	22.0	0.0	2.0	0.0	71.0	0.0	58.0	22.0	0.0	238.0	0.0	0.0	428.0	116.0	0.0	21.0	1.0	63.0	1.0	23.0	143.0	1.0
Quinone disambuiguation	3874.0	1858.0	3960.0	2587.0	5717.0	2558.0	2761.0	4183.0	2673.0	5209.0	1640.0	3998.0	5584.0	6433.0	2906.0	5869.0	2771.0	6414.0	5018.0	5594.0	5047.0	1639.0
Quinone oxidoreductase family	3404.0	2129.0	4786.0	2368.0	6951.0	3299.0	2841.0	4383.0	2487.0	5870.0	2222.0	1475.0	6018.0	6765.0	3856.0	5302.0	2537.0	5734.0	6778.0	5070.0	4590.0	1580.0
Quorum sensing in Yersinia	689.0	437.0	1010.0	480.0	1443.0	744.0	594.0	937.0	489.0	1127.0	725.0	2.0	1145.0	1225.0	629.0	978.0	617.0	1093.0	856.0	982.0	874.0	345.0
Quorum sensing regulation in Pseudomonas	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	4.0	0.0	1.0	8.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
Quorum-sensing in Vibrio	64.0	0.0	5.0	5.0	33.0	0.0	42.0	69.0	2.0	69.0	0.0	0.0	78.0	76.0	3.0	121.0	4.0	132.0	0.0	130.0	98.0	2.0
RCJ pfr	11217.0	5645.0	11871.0	4305.0	18203.0	9989.0	6606.0	13770.0	4461.0	16793.0	5835.0	6813.0	17890.0	19062.0	4588.0	15182.0	4529.0	17202.0	6944.0	15097.0	15005.0	3294.0
RNA 3'-terminal phosphate cyclase	1172.0	13.0	3283.0	3093.0	3162.0	17.0	2177.0	1894.0	3351.0	2225.0	2133.0	9.0	2129.0	3000.0	3659.0	2552.0	3189.0	2424.0	13.0	2517.0	1915.0	2062.0
RNA polymerase I	5.0	8.0	5.0	6.0	2.0	4.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	6.0	6.0	3.0	5.0	1.0	0.0	5.0	1.0	0.0
RNA polymerase II	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA polymerase III	5.0	8.0	6.0	5.0	2.0	4.0	1.0	2.0	1.0	1.0	0.0	1.0	3.0	6.0	7.0	3.0	5.0	1.0	0.0	4.0	1.0	0.0
RNA polymerase bacterial	26252.0	10179.0	26682.0	17095.0	39280.0	27248.0	18384.0	29665.0	17311.0	35965.0	15851.0	12572.0	37758.0	43312.0	18857.0	31940.0	18808.0	36018.0	24606.0	33531.0	30828.0	11083.0
RNA processing and degradation, bacterial	19912.0	9267.0	23830.0	14721.0	32798.0	20117.0	16374.0	24983.0	15215.0	29914.0	13705.0	8706.0	31061.0	35431.0	16574.0	30753.0	16000.0	33290.0	21910.0	28855.0	26599.0	9904.0
RNA processing orphans	499.0	758.0	970.0	505.0	1224.0	1020.0	526.0	803.0	601.0	957.0	670.0	4.0	880.0	1199.0	753.0	1087.0	581.0	1203.0	936.0	978.0	778.0	596.0
RNA pseudouridine syntheses	11052.0	5154.0	13095.0	8172.0	17916.0	9726.0	9290.0	12982.0	8365.0	16321.0	6702.0	4840.0	16756.0	18957.0	9822.0	17856.0	9104.0	19232.0	13487.0	16577.0	14852.0	5841.0
RP Bacterial Cell Division	55505.0	26878.0	61823.0	36506.0	89130.0	50744.0	47397.0	66344.0	38180.0	80549.0	37592.0	24741.0	85301.0	95788.0	43922.0	79480.0	48101.0	87069.0	54723.0	75925.0	71212.0	28566.0
Raj MurE	13655.0	7593.0	18931.0	10697.0	24148.0	13576.0	11794.0	17427.0	11342.0	21421.0	8565.0	10740.0	21841.0	25583.0	12935.0	22174.0	11544.0	23980.0	17221.0	20658.0	18424.0	8309.0
Rcs negative regulator IgaA	7949.0	4841.0	12819.0	7548.0	15950.0	8770.0	7421.0	11409.0	7792.0	13510.0	7135.0	4757.0	13367.0	16613.0	8860.0	14851.0	7957.0	15521.0	11399.0	13435.0	11859.0	4948.0
Rcs phosphorelay signal transduction pathway	9205.0	7104.0	16123.0	9795.0	19066.0	11568.0	10004.0	12927.0	9711.0	15704.0	9616.0	5570.0	14764.0	18262.0	11448.0	16602.0	10874.0	17609.0	14238.0	15135.0	12896.0	7746.0
RecA and RecX	2080.0	771.0	2149.0	1273.0	3031.0	1279.0	1549.0	2497.0	1342.0	2949.0	1121.0	1140.0	3228.0	3342.0	1505.0	3219.0	1463.0	3606.0	1841.0	2970.0	2948.0	926.0
Recycling of Peptidoglycan Amino Acids	17841.0	10019.0	24434.0	13523.0	32515.0	18788.0	15215.0	23919.0	14472.0	28991.0	13719.0	10797.0	29526.0	34194.0	16311.0	30621.0	14615.0	33176.0	21272.0	28025.0	25553.0	10204.0
Recycling of Peptidoglycan Amino Sugars	3649.0	1617.0	4739.0	2480.0	6470.0	4142.0	2977.0	4726.0	2447.0	5869.0	2410.0	2434.0	6301.0	6727.0	2907.0	5721.0	2586.0	6221.0	4568.0	5223.0	4836.0	1615.0
Redox-dependent regulation of nucleus processes	5267.0	2462.0	6795.0	3095.0	9159.0	5658.0	4034.0	6935.0	3150.0	8165.0	3538.0	1472.0	8677.0	9194.0	3635.0	8779.0	3303.0	9447.0	6390.0	7956.0	7178.0	1949.0
Regulation of Oxidative Stress Response	6704.0	4192.0	10199.0	6152.0	12054.0	6568.0	6352.0	9008.0	6668.0	10812.0	5149.0	3585.0	10601.0	13136.0	7315.0	12558.0	6914.0	13590.0	12331.0	12077.0	10107.0	4621.0
Regulatory Intramembrane Proteolysis Pathways	4.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	6.0	0.0
Resistance to Vancomycin	108.0	0.0	11.0	2.0	108.0	262.0	32.0	188.0	4.0	165.0	3.0	1.0	261.0	189.0	4.0	31.0	9.0	65.0	10.0	31.0	164.0	4.0
Resistance to chromium compounds	1281.0	19.0	862.0	12.0	2383.0	5358.0	1560.0	1896.0	9.0	2329.0	12.0	913.0	2881.0	2322.0	1763.0	1965.0	23.0	2428.0	1699.0	1668.0	2293.0	2290.0
Resistance to fluoroquinolones	21286.0	7663.0	20333.0	12281.0	31719.0	19527.0	14405.0	24122.0	12494.0	29272.0	11632.0	9726.0	32143.0	35215.0	13864.0	27327.0	13588.0	31027.0	17183.0	27360.0	26386.0	8323.0
Respiration / HGM	39462.0	17766.0	83902.0	31347.0	88660.0	36696.0	35978.0	57072.0	31975.0	69557.0	26291.0	9749.0	62441.0	81321.0	37122.0	75498.0	32848.0	77003.0	33909.0	67801.0	53449.0	21043.0
Respiration / Human gut microbiome	35787.0	15691.0	74762.0	28004.0	78772.0	32738.0	32590.0	51572.0	28048.0	63608.0	23804.0	9613.0	57172.0	72673.0	33119.0	68251.0	28889.0	69773.0	28723.0	61446.0	48371.0	18480.0
Respiratory Complex I	20727.0	10379.0	28358.0	17414.0	37485.0	26443.0	19907.0	29483.0	17525.0	36217.0	16773.0	15372.0	38104.0	40595.0	20513.0	36579.0	19372.0	40160.0	25543.0	32820.0	31618.0	12006.0
Respiratory complex IV (terminal cytochrome c oxidase) in plants	1.0	8.0	8.0	14.0	5.0	14.0	1.0	4.0	0.0	1.0	3.0	6.0	2.0	2.0	11.0	20.0	5.0	4.0	1.0	5.0	0.0	0.0
Respiratory dehydrogenases 1	33484.0	15315.0	43930.0	25165.0	60626.0	32572.0	28241.0	41184.0	25682.0	52415.0	22714.0	13559.0	53472.0	60097.0	27919.0	51221.0	26120.0	55795.0	28897.0	47190.0	43851.0	17989.0
Restriction-Modification System	27687.0	7241.0	15177.0	5583.0	34244.0	9242.0	7997.0	27215.0	1621.0	32630.0	1583.0	10146.0	34161.0	32949.0	10103.0	28867.0	276.0	31914.0	26446.0	30945.0	31653.0	4756.0
Rhamnolipids in Pseudomonas	3.0	0.0	1.0	0.0	6.0	0.0	12.0	2.0	0.0	38.0	0.0	0.0	50.0	20.0	0.0	2.0	0.0	4.0	0.0	2.0	27.0	0.0
Rhamnose containing glycans	21040.0	3950.0	14376.0	15401.0	27113.0	7778.0	15167.0	20175.0	16829.0	24273.0	4696.0	7950.0	27028.0	28689.0	18444.0	22822.0	17240.0	23828.0	8888.0	24552.0	22573.0	15273.0
Rhombosortase	238.0	0.0	8.0	0.0	164.0	2.0	78.0	343.0	1.0	338.0	2.0	0.0	509.0	384.0	1.0	299.0	2.0	411.0	1.0	320.0	429.0	1.0
Riboflavin transporters	239.0	1.0	10.0	0.0	132.0	1.0	61.0	192.0	0.0	214.0	0.0	1.0	241.0	220.0	1.0	388.0	0.0	473.0	0.0	377.0	366.0	1.0
Riboflavin, FMN and FAD metabolism Extended	15784.0	5759.0	16283.0	9900.0	25120.0	14733.0	12128.0	20099.0	10265.0	24270.0	8942.0	8427.0	26748.0	27821.0	11322.0	23694.0	10739.0	25900.0	9105.0	22610.0	22078.0	6938.0
Ribonuclease H	2355.0	1252.0	2477.0	1246.0	3480.0	2189.0	1633.0	2645.0	1394.0	3150.0	1454.0	911.0	3490.0	3766.0	1636.0	2969.0	1408.0	3419.0	2118.0	2895.0	2947.0	1394.0
Ribonucleotide reduction	24717.0	8358.0	21497.0	13704.0	33559.0	18115.0	16288.0	25327.0	14201.0	30202.0	12745.0	10864.0	31604.0	34568.0	15712.0	27685.0	14804.0	31061.0	19310.0	27317.0	25479.0	9300.0
Ribosomal protein S12p Asp methylthiotransferase	3857.0	1766.0	5047.0	3299.0	6919.0	4946.0	3780.0	5532.0	3318.0	6376.0	3922.0	491.0	6845.0	7629.0	3658.0	6630.0	3420.0	7063.0	1154.0	6234.0	5531.0	1996.0
Ribosomal protein S5p acylation	3205.0	1235.0	3170.0	1543.0	5004.0	2785.0	2034.0	3606.0	1824.0	4225.0	2042.0	1636.0	4483.0	4819.0	2031.0	4085.0	1711.0	4511.0	2969.0	3934.0	3648.0	1047.0
Ribosomal proteins, zinc requirement	3249.0	1362.0	2955.0	1889.0	4435.0	3064.0	2072.0	3611.0	1958.0	4051.0	2041.0	1497.0	4526.0	4763.0	2111.0	3686.0	2096.0	4150.0	2592.0	4005.0	3751.0	1329.0
Ribosome LSU bacterial	22531.0	7698.0	18969.0	12380.0	30393.0	22124.0	14736.0	24058.0	12385.0	28471.0	12559.0	9143.0	31279.0	33981.0	13642.0	26142.0	13809.0	28968.0	18350.0	28088.0	26548.0	8300.0
Ribosome LSU eukaryotic and archaeal	1.0	7.0	4.0	2.0	1.0	5.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	3.0	2.0	2.0	1.0	3.0	0.0	2.0	3.0	0.0
Ribosome LSU mitochondrial	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
